Entry ID,Contest Name,Contest ID,Entry Fee,F,F,F,F,F,F,,Instructions,,,,,,,,
1677617072,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Enrique Barzola (13617248),Frank Camacho (13617252),Ashley Yoder (13617250),Ben Askren (13617235),Sergei Pavlovich (13617241),Michael Johnson (13617237),,F,Beneil Dariush (13617251),Beneil Dariush,13617251,F,8400,Camacho@Dariush 10/26/2019 05:30AM ET,Dariush,68.37
1677617073,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Raphael Pessoa (13617256),Demian Maia (13617236),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,F,Randa Markos (13617249),Randa Markos,13617249,F,8300,Markos@Yoder 10/26/2019 05:30AM ET,Markos,50.88
1677617074,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Frank Camacho (13617252),Randa Markos (13617249),Ben Askren (13617235),Jeff Hughes (13617255),Michael Johnson (13617237),,F,Loma Lookboonmee (13617243),Loma Lookboonmee,13617243,F,8200,Albu@Lookboonmee 10/26/2019 05:30AM ET,Lookboonmee,0
1677617075,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Alex White (13617246),Laureano Staropoli (13617254),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,F,Alexandra Albu (13617244),Alexandra Albu,13617244,F,8000,Albu@Lookboonmee 10/26/2019 05:30AM ET,Albu,64.67
1677617076,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Ashley Yoder (13617250),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Michael Johnson (13617237),,F,Ashley Yoder (13617250),Ashley Yoder,13617250,F,7900,Markos@Yoder 10/26/2019 05:30AM ET,Yoder,58.3
1677617077,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Laureano Staropoli (13617254),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,F,Frank Camacho (13617252),Frank Camacho,13617252,F,7800,Camacho@Dariush 10/26/2019 05:30AM ET,Camacho,72
1677617078,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Maurice Greene (13617242),Raphael Pessoa (13617256),Movsar Evloev (13617247),Rafael Fiziev (13617245),Michael Johnson (13617237),,F,Demian Maia (13617236),Demian Maia,13617236,F,7700,Askren@Maia 10/26/2019 05:30AM ET,Maia,70.78
1677617079,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Raphael Pessoa (13617256),Enrique Barzola (13617248),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,F,Laureano Staropoli (13617254),Laureano Staropoli,13617254,F,7600,Salikhov@Staropoli 10/26/2019 05:30AM ET,Staropoli,70.25
1677617080,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Maurice Greene (13617242),Ashley Yoder (13617250),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,F,Enrique Barzola (13617248),Enrique Barzola,13617248,F,7500,Barzola@Evloev 10/26/2019 05:30AM ET,Barzola,79.5
1677617081,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Loma Lookboonmee (13617243),Randa Markos (13617249),Beneil Dariush (13617251),Ben Askren (13617235),Ciryl Gane (13617239),,F,Raphael Pessoa (13617256),Raphael Pessoa,13617256,F,7400,Hughes@Pessoa 10/26/2019 05:30AM ET,Pessoa,3.5
1677617082,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Enrique Barzola (13617248),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,F,Alex White (13617246),Alex White,13617246,F,7300,Fiziev@White 10/26/2019 05:30AM ET,White,55.78
1677617083,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Frank Camacho (13617252),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,F,Maurice Greene (13617242),Maurice Greene,13617242,F,7200,Greene@Pavlovich 10/26/2019 05:30AM ET,Greene,98
1677617084,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Laureano Staropoli (13617254),Frank Camacho (13617252),Randa Markos (13617249),Ben Askren (13617235),Jeff Hughes (13617255),Sergei Pavlovich (13617241),,F,Don'Tale Mayes (13617240),Don'Tale Mayes,13617240,F,7000,Gane@Mayes 10/26/2019 05:30AM ET,Mayes,0
1677617085,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Alex White (13617246),Enrique Barzola (13617248),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,F,Stevie Ray (13617238),Stevie Ray,13617238,F,6900,Johnson@Ray 10/26/2019 05:30AM ET,Ray,52.1
1677617086,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Demian Maia (13617236),Frank Camacho (13617252),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617087,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Enrique Barzola (13617248),Laureano Staropoli (13617254),Ashley Yoder (13617250),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617088,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Maurice Greene (13617242),Demian Maia (13617236),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617089,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Laureano Staropoli (13617254),Demian Maia (13617236),Frank Camacho (13617252),Randa Markos (13617249),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617090,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Demian Maia (13617236),Frank Camacho (13617252),Movsar Evloev (13617247),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617091,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Enrique Barzola (13617248),Laureano Staropoli (13617254),Frank Camacho (13617252),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617092,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Maurice Greene (13617242),Laureano Staropoli (13617254),Jeff Hughes (13617255),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1677617093,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Enrique Barzola (13617248),Frank Camacho (13617252),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617094,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Demian Maia (13617236),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617095,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Raphael Pessoa (13617256),Laureano Staropoli (13617254),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617096,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Laureano Staropoli (13617254),Randa Markos (13617249),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617097,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Laureano Staropoli (13617254),Frank Camacho (13617252),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617098,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Raphael Pessoa (13617256),Ashley Yoder (13617250),Movsar Evloev (13617247),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617099,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Enrique Barzola (13617248),Laureano Staropoli (13617254),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617100,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Enrique Barzola (13617248),Demian Maia (13617236),Rafael Fiziev (13617245),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617101,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Alex White (13617246),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617102,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Don'Tale Mayes (13617240),Demian Maia (13617236),Jeff Hughes (13617255),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617103,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Enrique Barzola (13617248),Demian Maia (13617236),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617104,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Alex White (13617246),Raphael Pessoa (13617256),Movsar Evloev (13617247),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617105,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Maurice Greene (13617242),Enrique Barzola (13617248),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617106,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Maurice Greene (13617242),Ashley Yoder (13617250),Jeff Hughes (13617255),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1677617107,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Maurice Greene (13617242),Movsar Evloev (13617247),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617108,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Laureano Staropoli (13617254),Frank Camacho (13617252),Movsar Evloev (13617247),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617109,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Enrique Barzola (13617248),Ashley Yoder (13617250),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617110,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Demian Maia (13617236),Frank Camacho (13617252),Muslim Salikhov (13617253),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617111,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Alex White (13617246),Demian Maia (13617236),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617112,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Don'Tale Mayes (13617240),Ashley Yoder (13617250),Jeff Hughes (13617255),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617113,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Maurice Greene (13617242),Movsar Evloev (13617247),Jeff Hughes (13617255),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1677617114,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Ashley Yoder (13617250),Beneil Dariush (13617251),Ben Askren (13617235),Muslim Salikhov (13617253),Michael Johnson (13617237),,,,,,,,,,
1677617115,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Frank Camacho (13617252),Ashley Yoder (13617250),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617116,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Enrique Barzola (13617248),Randa Markos (13617249),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617117,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Laureano Staropoli (13617254),Randa Markos (13617249),Ben Askren (13617235),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617118,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Enrique Barzola (13617248),Randa Markos (13617249),Ben Askren (13617235),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617119,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Enrique Barzola (13617248),Randa Markos (13617249),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617120,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Demian Maia (13617236),Ashley Yoder (13617250),Beneil Dariush (13617251),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617121,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Enrique Barzola (13617248),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617122,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Demian Maia (13617236),Frank Camacho (13617252),Loma Lookboonmee (13617243),Randa Markos (13617249),Jeff Hughes (13617255),Ciryl Gane (13617239),,,,,,,,,,
1677617123,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Alex White (13617246),Ashley Yoder (13617250),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617124,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Don'Tale Mayes (13617240),Enrique Barzola (13617248),Jeff Hughes (13617255),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617125,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Laureano Staropoli (13617254),Demian Maia (13617236),Ashley Yoder (13617250),Movsar Evloev (13617247),Jeff Hughes (13617255),Michael Johnson (13617237),,,,,,,,,,
1677617126,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Laureano Staropoli (13617254),Frank Camacho (13617252),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617127,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Don'Tale Mayes (13617240),Laureano Staropoli (13617254),Jeff Hughes (13617255),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617128,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Movsar Evloev (13617247),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617129,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Enrique Barzola (13617248),Frank Camacho (13617252),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617130,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Laureano Staropoli (13617254),Demian Maia (13617236),Movsar Evloev (13617247),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617131,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Ashley Yoder (13617250),Ben Askren (13617235),Movsar Evloev (13617247),Jeff Hughes (13617255),Ciryl Gane (13617239),,,,,,,,,,
1677617132,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Frank Camacho (13617252),Ashley Yoder (13617250),Ben Askren (13617235),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617133,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Enrique Barzola (13617248),Laureano Staropoli (13617254),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617134,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Don'Tale Mayes (13617240),Alex White (13617246),Movsar Evloev (13617247),Jeff Hughes (13617255),Sergei Pavlovich (13617241),,,,,,,,,,
1677617135,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Alex White (13617246),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617136,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Ashley Yoder (13617250),Beneil Dariush (13617251),Ben Askren (13617235),Jeff Hughes (13617255),Michael Johnson (13617237),,,,,,,,,,
1677617137,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Alex White (13617246),Enrique Barzola (13617248),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617138,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Demian Maia (13617236),Ashley Yoder (13617250),Muslim Salikhov (13617253),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617139,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Alex White (13617246),Movsar Evloev (13617247),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617140,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Laureano Staropoli (13617254),Demian Maia (13617236),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617141,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Randa Markos (13617249),Beneil Dariush (13617251),Ben Askren (13617235),Movsar Evloev (13617247),Ciryl Gane (13617239),,,,,,,,,,
1677617142,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Frank Camacho (13617252),Ashley Yoder (13617250),Alexandra Albu (13617244),Ben Askren (13617235),Muslim Salikhov (13617253),Ciryl Gane (13617239),,,,,,,,,,
1677617143,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Frank Camacho (13617252),Randa Markos (13617249),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617144,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Alex White (13617246),Raphael Pessoa (13617256),Movsar Evloev (13617247),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617145,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Frank Camacho (13617252),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617146,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Raphael Pessoa (13617256),Ben Askren (13617235),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617147,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Ashley Yoder (13617250),Beneil Dariush (13617251),Ben Askren (13617235),Muslim Salikhov (13617253),Ciryl Gane (13617239),,,,,,,,,,
1677617148,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Enrique Barzola (13617248),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617149,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Enrique Barzola (13617248),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617150,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Raphael Pessoa (13617256),Enrique Barzola (13617248),Rafael Fiziev (13617245),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617151,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Enrique Barzola (13617248),Demian Maia (13617236),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617152,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Maurice Greene (13617242),Demian Maia (13617236),Jeff Hughes (13617255),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1677617153,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Laureano Staropoli (13617254),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617154,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Alex White (13617246),Laureano Staropoli (13617254),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617155,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Alex White (13617246),Laureano Staropoli (13617254),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617156,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Alex White (13617246),Enrique Barzola (13617248),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617157,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Alex White (13617246),Randa Markos (13617249),Movsar Evloev (13617247),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617158,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Laureano Staropoli (13617254),Frank Camacho (13617252),Ashley Yoder (13617250),Ben Askren (13617235),Jeff Hughes (13617255),Michael Johnson (13617237),,,,,,,,,,
1677617159,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Laureano Staropoli (13617254),Ashley Yoder (13617250),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617160,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Demian Maia (13617236),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
