entry_id,contest_id,contest_name,C,C,W,W,W,W,D,D,G,,Instructions,,,,,,,,,,,,,,
,,,,,,,,,,,,,40371-15287:Jean-Gabriel Pageau,40371-15287,C,Jean-Gabriel,Jean-Gabriel Pageau,Pageau,14.0500001907349,16,4400,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-8516:Artem Anisimov,40371-8516,C,Artem,Artem Anisimov,Anisimov,8,7,4200,OTT@CAR,OTT,CAR,IR,Groin,
,,,,,,,,,,,,,40371-43120:Anthony Duclair,40371-43120,W,Anthony,Anthony Duclair,Duclair,11.7312498092651,16,4200,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-59120:Christian Dvorak,40371-59120,C,Christian,Christian Dvorak,Dvorak,9.47058823529412,17,4200,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-66622:Conor Garland,40371-66622,W,Conor,Conor Garland,Garland,11.1176470588235,17,4000,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-12952:Jake Gardiner,40371-12952,D,Jake,Jake Gardiner,Gardiner,5.91176470588235,17,4000,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-39235:Chris Tierney,40371-39235,C,Chris,Chris Tierney,Tierney,7.80625009536743,16,3900,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-70579:Michal Kempny,40371-70579,D,Michal,Michal Kempny,Kempny,13.8399993896484,10,3900,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-70914:Jakob Chychrun,40371-70914,D,Jakob,Jakob Chychrun,Chychrun,9.84705846449908,17,3800,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-39295:Carl Soderberg,40371-39295,C,Carl,Carl Soderberg,Soderberg,8.98235276166131,17,3800,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-13472:Dmitry Orlov,40371-13472,D,Dmitry,Dmitry Orlov,Orlov,8.01111094156901,18,3800,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-8138:Bobby Ryan,40371-8138,W,Bobby,Bobby Ryan,Ryan,5.40000025431315,12,3800,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-9270:Jason Demers,40371-9270,D,Jason,Jason Demers,Demers,5.46666666666667,15,3700,ARI@WSH,ARI,WSH,DTD,Lower body,
,,,,,,,,,,,,,40371-21936:Dylan DeMelo,40371-21936,D,Dylan,Dylan DeMelo,DeMelo,5,16,3700,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-62195:Brett Pesce,40371-62195,D,Brett,Brett Pesce,Pesce,8.09411800608915,17,3700,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-82045:Martin Necas,40371-82045,W,Martin,Martin Necas,Necas,8.26470588235294,17,3600,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-54457:Jordan Oesterle,40371-54457,D,Jordan,Jordan Oesterle,Oesterle,8.58888922797309,9,3600,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-70375:Nikita Zaitsev,40371-70375,D,Nikita,Nikita Zaitsev,Zaitsev,8.5,16,3600,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-15340:Joel Edmundson,40371-15340,D,Joel,Joel Edmundson,Edmundson,4.79999991024242,17,3600,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-59127:Garnet Hathaway,40371-59127,W,Garnet,Garnet Hathaway,Hathaway,6.06666649712457,18,3600,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-12280:Magnus Paajarvi,40371-12280,W,Magnus,Magnus Paajarvi,Paajarvi,6.22000007629395,80,3600,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-60674:Gustav Forsling,40371-60674,D,Gustav,Gustav Forsling,Forsling,5.48837209302326,43,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-59144:Roland McKeown,40371-59144,D,Roland,Roland McKeown,McKeown,0,0,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-39710:Nick Jensen,40371-39710,D,Nick,Nick Jensen,Jensen,4.11666658189562,18,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-66615:Kyle Capobianco,40371-66615,D,Kyle,Kyle Capobianco,Capobianco,5.14285714285714,7,3500,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-68664:Andreas Englund,40371-68664,D,Andreas,Andreas Englund,Englund,2.13333336512248,3,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-97091:Martin Fehervary,40371-97091,D,Martin,Martin Fehervary,Fehervary,2.13333336512248,3,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-12613:Radko Gudas,40371-12613,D,Radko,Radko Gudas,Gudas,7.11111111111111,18,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-117064:Derek Sheppard,40371-117064,D,Derek,Derek Sheppard,Sheppard,0,0,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-8270:Niklas Hjalmarsson,40371-8270,D,Niklas,Niklas Hjalmarsson,Hjalmarsson,6.19999980926514,4,3500,ARI@WSH,ARI,WSH,IR,Lower leg,
,,,,,,,,,,,,,40371-59220:Haydn Fleury,40371-59220,D,Haydn,Haydn Fleury,Fleury,6.0363637750799,11,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-12121:Cody Goloubef,40371-12121,D,Cody,Cody Goloubef,Goloubef,1.60000002384186,1,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-42846:Tyler Lewington,40371-42846,D,Tyler,Tyler Lewington,Lewington,2.23999996185303,5,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-80480:Christian Jaros,40371-80480,D,Christian,Christian Jaros,Jaros,5.24918052798412,61,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-58986:Erik Burgdoerfer,40371-58986,D,Erik,Erik Burgdoerfer,Burgdoerfer,0.800000011920929,4,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-54126:Trevor van Riemsdyk,40371-54126,D,Trevor,Trevor van Riemsdyk,van Riemsdyk,4.97777769300673,9,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-66671:Jonas Siegenthaler,40371-66671,D,Jonas,Jonas Siegenthaler,Siegenthaler,6.08888880411784,18,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-117111:Maxence Guenette,40371-117111,D,Maxence,Maxence Guenette,Guenette,0,0,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-22905:Fredrik Claesson,40371-22905,D,Fredrik,Fredrik Claesson,Claesson,4.89729721481736,37,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-82828:Christian Wolanin,40371-82828,D,Christian,Christian Wolanin,Wolanin,7.35666656494141,30,3500,OTT@CAR,OTT,CAR,O,Shoulder,
,,,,,,,,,,,,,40371-74132:Maxime Lajoie,40371-74132,D,Maxime,Maxime Lajoie,Lajoie,7.31428582327707,56,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-84116:Erik Brannstrom,40371-84116,D,Erik,Erik Brannstrom,Brannstrom,3.41333338419596,15,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-13743:Mark Borowiecki,40371-13743,D,Mark,Mark Borowiecki,Borowiecki,7.65000009536743,16,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-84404:Ilya Lyubushkin,40371-84404,D,Ilya,Ilya Lyubushkin,Lyubushkin,4.44444444444444,9,3500,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-13767:Aaron Ness,40371-13767,D,Aaron,Aaron Ness,Ness,3.19999994550432,7,3500,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-54744:Christian Djoos,40371-54744,D,Christian,Christian Djoos,Djoos,4.03555569118924,45,3500,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-104674:Jesper Sellgren,40371-104674,D,Jesper,Jesper Sellgren,Sellgren,0,0,3500,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-8167:Ron Hainsey,40371-8167,D,Ron,Ron Hainsey,Hainsey,5.47499990463257,16,3500,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-15357:Carl Hagelin,40371-15357,W,Carl,Carl Hagelin,Hagelin,5.38823520436007,17,3500,ARI@WSH,WSH,ARI,DTD,Upper body,
,,,,,,,,,,,,,40371-74076:Warren Foegele,40371-74076,W,Warren,Warren Foegele,Foegele,5.03529402788948,17,3400,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-62032:Vinnie Hinostroza,40371-62032,W,Vinnie,Vinnie Hinostroza,Hinostroza,5.83529393813189,17,3300,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-39252:Brock McGinn,40371-39252,W,Brock,Brock McGinn,McGinn,4.96470597211052,17,3300,OTT@CAR,CAR,OTT,DTD,Undisclosed,
,,,,,,,,,,,,,40371-97108:Barrett Hayton,40371-97108,W,Barrett,Barrett Hayton,Hayton,6.31111102634006,9,3300,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-59261:Nick Paul,40371-59261,W,Nick,Nick Paul,Paul,9.79090881347656,11,3300,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-62920:Lucas Wallmark,40371-62920,C,Lucas,Lucas Wallmark,Wallmark,5.64705882352941,17,3300,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-70909:Logan Brown,40371-70909,C,Logan,Logan Brown,Brown,6.125,4,3300,OTT@CAR,OTT,CAR,IR,Upper body,
,,,,,,,,,,,,,40371-73998:Vitaly Abramov,40371-73998,W,Vitaly,Vitaly Abramov,Abramov,8.39999961853027,2,3200,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-82190:Drake Batherson,40371-82190,W,Drake,Drake Batherson,Batherson,1.60000002384186,2,3200,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-9006:Tyler Ennis,40371-9006,W,Tyler,Tyler Ennis,Ennis,8.21249961853027,16,3200,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-66611:Lawson Crouse,40371-66611,W,Lawson,Lawson Crouse,Crouse,4.80000019073486,16,3200,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-42839:Chandler Stephenson,40371-42839,W,Chandler,Chandler Stephenson,Stephenson,4.25714274815151,14,3200,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-66757:Filip Chlapik,40371-66757,W,Filip,Filip Chlapik,Chlapik,6.26666641235352,6,3200,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-8397:Brad Richardson,40371-8397,C,Brad,Brad Richardson,Richardson,3.84000015258789,10,3200,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-54478:Nic Dowd,40371-54478,C,Nic,Nic Dowd,Dowd,4.70000012715658,12,3200,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-82191:Alex Formenton,40371-82191,W,Alex,Alex Formenton,Formenton,5.42222213745117,9,3100,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-9002:Richard Panik,40371-9002,W,Richard,Richard Panik,Panik,1.79999995231628,8,3100,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-66620:Christian Fischer,40371-66620,W,Christian,Christian Fischer,Fischer,3.5,16,3100,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-40019:Brendan Leipsic,40371-40019,W,Brendan,Brendan Leipsic,Leipsic,4.69444444444444,18,3100,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-8810:Michael Grabner,40371-8810,W,Michael,Michael Grabner,Grabner,7.41176470588235,17,3100,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-42918:Scott Sabourin,40371-42918,W,Scott,Scott Sabourin,Sabourin,3.85454559326172,11,3100,OTT@CAR,OTT,CAR,IR,Head,
,,,,,,,,,,,,,40371-73969:Rudolfs Balcers,40371-73969,W,Rudolfs,Rudolfs Balcers,Balcers,6.92222213745117,36,3100,OTT@CAR,OTT,CAR,IR,Lower body,
,,,,,,,,,,,,,40371-43008:Jordan Martinook,40371-43008,W,Jordan,Jordan Martinook,Martinook,4,4,3000,OTT@CAR,CAR,OTT,IR,Abdomen,
,,,,,,,,,,,,,40371-54816:Max McCormick,40371-54816,W,Max,Max McCormick,McCormick,2.91428565979004,14,3000,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-66617:Michael Bunting,40371-66617,W,Michael,Michael Bunting,Bunting,4.32000007629395,5,3000,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-116547:Tristan Scherwey,40371-116547,W,Tristan,Tristan Scherwey,Scherwey,0,0,3000,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-62275:Travis Boyd,40371-62275,W,Travis,Travis Boyd,Boyd,5.86666679382324,6,3000,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-8263:Marian Hossa,40371-8263,W,Marian,Marian Hossa,Hossa,0,0,3000,ARI@WSH,ARI,WSH,O,Illness,
,,,,,,,,,,,,,40371-8520:Ryan Callahan,40371-8520,W,Ryan,Ryan Callahan,Callahan,6.30961550199069,52,3000,OTT@CAR,OTT,CAR,O,Back,
,,,,,,,,,,,,,40371-14158:Brian Gibbons,40371-14158,W,Brian,Brian Gibbons,Gibbons,2.31111102634006,9,3000,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-117075:Keeghan Howdeshell,40371-117075,W,Keeghan,Keeghan Howdeshell,Howdeshell,0,0,3000,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-102994:Max Veronneau,40371-102994,W,Max,Max Veronneau,Veronneau,6.04166666666667,12,3000,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-12630:Michael Chaput,40371-12630,C,Michael,Michael Chaput,Chaput,3.65000009536743,32,3000,ARI@WSH,ARI,WSH,,,
,,,,,,,,,,,,,40371-59222:Clark Bishop,40371-59222,W,Clark,Clark Bishop,Bishop,3.07999992370605,20,3000,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-8584:Mikkel Boedker,40371-8584,W,Mikkel,Mikkel Boedker,Boedker,3.2,5,3000,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-84361:Saku Maenalanen,40371-84361,W,Saku,Saku Maenalanen,Maenalanen,4.5176472383387,34,3000,OTT@CAR,CAR,OTT,,,
,,,,,,,,,,,,,40371-82835:Shane Gersich,40371-82835,C,Shane,Shane Gersich,Gersich,0,0,3000,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-14484:Jordan Szwarz,40371-14484,W,Jordan,Jordan Szwarz,Szwarz,1.60000006357829,3,3000,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-66734:J.C. Beaudin,40371-66734,C,J.C.,J.C. Beaudin,Beaudin,2.20000004768372,8,3000,OTT@CAR,OTT,CAR,,,
,,,,,,,,,,,,,40371-12732:Michael Sgarbossa,40371-12732,W,Michael,Michael Sgarbossa,Sgarbossa,0,0,3000,ARI@WSH,WSH,ARI,,,
,,,,,,,,,,,,,40371-107994:Eetu Luostarinen,40371-107994,C,Eetu,Eetu Luostarinen,Luostarinen,2.40000009536743,2,3000,OTT@CAR,CAR,OTT,,,
