Entry ID,Contest Name,Contest ID,Entry Fee,C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
,,,,,,,,,,,,,,G,Jordan Binnington (13769470),Jordan Binnington,13769470,G,8200,STL@CLS 11/15/2019 07:00PM ET,STL,15.96
,,,,,,,,,,,,,,G,Matt Murray (13769471),Matt Murray,13769471,G,8100,PIT@NJ 11/15/2019 07:00PM ET,PIT,13.81
,,,,,,,,,,,,,,G,Ilya Samsonov (13769479),Ilya Samsonov,13769479,G,8100,MON@WAS 11/15/2019 07:00PM ET,WAS,14.37
,,,,,,,,,,,,,,G,Jake Allen (13769480),Jake Allen,13769480,G,8000,STL@CLS 11/15/2019 07:00PM ET,STL,10.1
,,,,,,,,,,,,,,G,Carter Hart (13769472),Carter Hart,13769472,G,8000,PHI@OTT 11/15/2019 07:30PM ET,PHI,10.8
,,,,,,,,,,,,,,G,Brian Elliott (13769481),Brian Elliott,13769481,G,8000,PHI@OTT 11/15/2019 07:30PM ET,PHI,12.19
,,,,,,,,,,,,,,G,Tristan Jarry (13769482),Tristan Jarry,13769482,G,7900,PIT@NJ 11/15/2019 07:00PM ET,PIT,13.62
,,,,,,,,,,,,,,D,John Carlson (13769247),John Carlson,13769247,D/UTIL,7900,MON@WAS 11/15/2019 07:00PM ET,WAS,17.6
,,,,,,,,,,,,,,C,Auston Matthews (13768811),Auston Matthews,13768811,C/UTIL,7800,BOS@TOR 11/15/2019 07:00PM ET,TOR,17.04
,,,,,,,,,,,,,,LW,Brad Marchand (13768973),Brad Marchand,13768973,W/UTIL,7800,BOS@TOR 11/15/2019 07:00PM ET,BOS,15.61
,,,,,,,,,,,,,,C,Patrice Bergeron (13768813),Patrice Bergeron,13768813,C/UTIL,7700,BOS@TOR 11/15/2019 07:00PM ET,BOS,13.72
,,,,,,,,,,,,,,G,Frederik Andersen (13769473),Frederik Andersen,13769473,G,7700,BOS@TOR 11/15/2019 07:00PM ET,TOR,14.91
,,,,,,,,,,,,,,G,Tuukka Rask (13769474),Tuukka Rask,13769474,G,7600,BOS@TOR 11/15/2019 07:00PM ET,BOS,16.49
,,,,,,,,,,,,,,G,Jaroslav Halak (13769483),Jaroslav Halak,13769483,G,7600,BOS@TOR 11/15/2019 07:00PM ET,BOS,17.33
,,,,,,,,,,,,,,G,Kasimir Kaskisuo (13769484),Kasimir Kaskisuo,13769484,G,7500,BOS@TOR 11/15/2019 07:00PM ET,TOR,0
,,,,,,,,,,,,,,G,Carey Price (13769475),Carey Price,13769475,G,7400,MON@WAS 11/15/2019 07:00PM ET,MON,15.79
,,,,,,,,,,,,,,G,MacKenzie Blackwood (13769476),MacKenzie Blackwood,13769476,G,7300,PIT@NJ 11/15/2019 07:00PM ET,NJ,10.28
,,,,,,,,,,,,,,G,Keith Kinkaid (13769485),Keith Kinkaid,13769485,G,7200,MON@WAS 11/15/2019 07:00PM ET,MON,9.43
,,,,,,,,,,,,,,G,Joonas Korpisalo (13769477),Joonas Korpisalo,13769477,G,7200,STL@CLS 11/15/2019 07:00PM ET,CLS,10.38
,,,,,,,,,,,,,,G,Cory Schneider (13769486),Cory Schneider,13769486,G,7100,PIT@NJ 11/15/2019 07:00PM ET,NJ,2.67
,,,,,,,,,,,,,,RW,Brendan Gallagher (13768975),Brendan Gallagher,13768975,W/UTIL,7100,MON@WAS 11/15/2019 07:00PM ET,MON,13.21
,,,,,,,,,,,,,,G,Anders Nilsson (13769478),Anders Nilsson,13769478,G,7100,PHI@OTT 11/15/2019 07:30PM ET,OTT,16.41
,,,,,,,,,,,,,,C,Nicklas Backstrom (13768815),Nicklas Backstrom,13768815,C/UTIL,7000,MON@WAS 11/15/2019 07:00PM ET,WAS,9.43
,,,,,,,,,,,,,,G,Elvis Merzlikins (13769487),Elvis Merzlikins,13769487,G,7000,STL@CLS 11/15/2019 07:00PM ET,CLS,8.9
,,,,,,,,,,,,,,LW,Brady Tkachuk (13768977),Brady Tkachuk,13768977,W/UTIL,7000,PHI@OTT 11/15/2019 07:30PM ET,OTT,11.55
,,,,,,,,,,,,,,C,Sidney Crosby (13768817),Sidney Crosby,13768817,C/UTIL,6900,PIT@NJ 11/15/2019 07:00PM ET,PIT,11.33
,,,,,,,,,,,,,,G,Craig Anderson (13769488),Craig Anderson,13769488,G,6900,PHI@OTT 11/15/2019 07:30PM ET,OTT,9.36
,,,,,,,,,,,,,,C,Evgeni Malkin (13768819),Evgeni Malkin,13768819,C/UTIL,6800,PIT@NJ 11/15/2019 07:00PM ET,PIT,11.51
,,,,,,,,,,,,,,RW,Jake Guentzel (13768979),Jake Guentzel,13768979,W/UTIL,6800,PIT@NJ 11/15/2019 07:00PM ET,PIT,11.46
,,,,,,,,,,,,,,LW,Taylor Hall (13768981),Taylor Hall,13768981,W/UTIL,6600,PIT@NJ 11/15/2019 07:00PM ET,NJ,11.56
,,,,,,,,,,,,,,C,Evgeny Kuznetsov (13768821),Evgeny Kuznetsov,13768821,C/UTIL,6600,MON@WAS 11/15/2019 07:00PM ET,WAS,12.19
,,,,,,,,,,,,,,G,Maxime Lagace (13769492),Maxime Lagace,13769492,G,6500,BOS@TOR 11/15/2019 07:00PM ET,BOS,0
,,,,,,,,,,,,,,G,Dan Vladar (13769493),Dan Vladar,13769493,G,6500,BOS@TOR 11/15/2019 07:00PM ET,BOS,0
,,,,,,,,,,,,,,G,Michael Hutchinson (13769500),Michael Hutchinson,13769500,G,6500,BOS@TOR 11/15/2019 07:00PM ET,TOR,7.4
,,,,,,,,,,,,,,G,Evan Cormier (13769496),Evan Cormier,13769496,G,6500,PIT@NJ 11/15/2019 07:00PM ET,NJ,0
,,,,,,,,,,,,,,G,Louis Domingue (13769497),Louis Domingue,13769497,G,6500,PIT@NJ 11/15/2019 07:00PM ET,NJ,0
,,,,,,,,,,,,,,G,Casey DeSmith (13769501),Casey DeSmith,13769501,G,6500,PIT@NJ 11/15/2019 07:00PM ET,PIT,0
,,,,,,,,,,,,,,D,Shea Weber (13769249),Shea Weber,13769249,D/UTIL,6500,MON@WAS 11/15/2019 07:00PM ET,MON,12.9
,,,,,,,,,,,,,,G,Charlie Lindgren (13769494),Charlie Lindgren,13769494,G,6500,MON@WAS 11/15/2019 07:00PM ET,MON,0
,,,,,,,,,,,,,,G,Pheonix Copley (13769495),Pheonix Copley,13769495,G,6500,MON@WAS 11/15/2019 07:00PM ET,WAS,0
,,,,,,,,,,,,,,G,Matiss Kivlenieks (13769489),Matiss Kivlenieks,13769489,G,6500,STL@CLS 11/15/2019 07:00PM ET,CLS,0
,,,,,,,,,,,,,,G,Veini Vehvilainen (13769490),Veini Vehvilainen,13769490,G,6500,STL@CLS 11/15/2019 07:00PM ET,CLS,0
,,,,,,,,,,,,,,G,Ville Husso (13769491),Ville Husso,13769491,G,6500,STL@CLS 11/15/2019 07:00PM ET,STL,0
,,,,,,,,,,,,,,C,Claude Giroux (13768823),Claude Giroux,13768823,C/UTIL,6500,PHI@OTT 11/15/2019 07:30PM ET,PHI,11.08
,,,,,,,,,,,,,,G,Alex Lyon (13769498),Alex Lyon,13769498,G,6500,PHI@OTT 11/15/2019 07:30PM ET,PHI,0
,,,,,,,,,,,,,,G,J-F Berube (13769499),J-F Berube,13769499,G,6500,PHI@OTT 11/15/2019 07:30PM ET,PHI,0
,,,,,,,,,,,,,,G,Filip Gustavsson (13769502),Filip Gustavsson,13769502,G,6500,PHI@OTT 11/15/2019 07:30PM ET,OTT,0
,,,,,,,,,,,,,,G,Marcus Hogberg (13769503),Marcus Hogberg,13769503,G,6500,PHI@OTT 11/15/2019 07:30PM ET,OTT,0
,,,,,,,,,,,,,,C,John Tavares (13768825),John Tavares,13768825,C/UTIL,6400,BOS@TOR 11/15/2019 07:00PM ET,TOR,10.15
,,,,,,,,,,,,,,LW,Jakub Vrana (13768983),Jakub Vrana,13768983,W/UTIL,6300,MON@WAS 11/15/2019 07:00PM ET,WAS,11.11
,,,,,,,,,,,,,,D,Alex Pietrangelo (13769251),Alex Pietrangelo,13769251,D/UTIL,6300,STL@CLS 11/15/2019 07:00PM ET,STL,12.15
,,,,,,,,,,,,,,RW,T.J. Oshie (13768985),T.J. Oshie,13768985,W/UTIL,6200,MON@WAS 11/15/2019 07:00PM ET,WAS,9.54
,,,,,,,,,,,,,,C,Jean-Gabriel Pageau (13768827),Jean-Gabriel Pageau,13768827,C/UTIL,6200,PHI@OTT 11/15/2019 07:30PM ET,OTT,12.48
,,,,,,,,,,,,,,C,Ryan O'Reilly (13768829),Ryan O'Reilly,13768829,C/UTIL,6100,STL@CLS 11/15/2019 07:00PM ET,STL,10.3
,,,,,,,,,,,,,,RW,David Perron (13768987),David Perron,13768987,W/UTIL,6100,STL@CLS 11/15/2019 07:00PM ET,STL,10.62
,,,,,,,,,,,,,,RW,Mitchell Marner (13768989),Mitchell Marner,13768989,W/UTIL,6000,BOS@TOR 11/15/2019 07:00PM ET,TOR,11.43
,,,,,,,,,,,,,,C,Sean Couturier (13768831),Sean Couturier,13768831,C/UTIL,6000,PHI@OTT 11/15/2019 07:30PM ET,PHI,9.58
,,,,,,,,,,,,,,D,Morgan Rielly (13769253),Morgan Rielly,13769253,D/UTIL,5900,BOS@TOR 11/15/2019 07:00PM ET,TOR,12
,,,,,,,,,,,,,,RW,Kyle Palmieri (13768991),Kyle Palmieri,13768991,W/UTIL,5900,PIT@NJ 11/15/2019 07:00PM ET,NJ,9.58
,,,,,,,,,,,,,,RW,Travis Konecny (13768993),Travis Konecny,13768993,W/UTIL,5900,PHI@OTT 11/15/2019 07:30PM ET,PHI,11.33
,,,,,,,,,,,,,,C,Max Domi (13768833),Max Domi,13768833,C/UTIL,5800,MON@WAS 11/15/2019 07:00PM ET,MON,8.48
,,,,,,,,,,,,,,RW,Anthony Duclair (13768995),Anthony Duclair,13768995,W/UTIL,5800,PHI@OTT 11/15/2019 07:30PM ET,OTT,9.32
,,,,,,,,,,,,,,C,Brayden Schenn (13768835),Brayden Schenn,13768835,C/UTIL,5700,STL@CLS 11/15/2019 07:00PM ET,STL,9.83
,,,,,,,,,,,,,,LW,James van Riemsdyk (13768997),James van Riemsdyk,13768997,W/UTIL,5700,PHI@OTT 11/15/2019 07:30PM ET,PHI,9.06
,,,,,,,,,,,,,,D,Thomas Chabot (13769255),Thomas Chabot,13769255,D/UTIL,5700,PHI@OTT 11/15/2019 07:30PM ET,OTT,9.99
,,,,,,,,,,,,,,D,Torey Krug (13769257),Torey Krug,13769257,D/UTIL,5600,BOS@TOR 11/15/2019 07:00PM ET,BOS,9.24
,,,,,,,,,,,,,,RW,Tom Wilson (13768999),Tom Wilson,13768999,W/UTIL,5600,MON@WAS 11/15/2019 07:00PM ET,WAS,10.55
,,,,,,,,,,,,,,D,Kris Letang (13769259),Kris Letang,13769259,D/UTIL,5500,PIT@NJ 11/15/2019 07:00PM ET,PIT,13.02
,,,,,,,,,,,,,,LW,Jonathan Drouin (13769001),Jonathan Drouin,13769001,W/UTIL,5500,MON@WAS 11/15/2019 07:00PM ET,MON,9.41
,,,,,,,,,,,,,,RW,Bryan Rust (13769003),Bryan Rust,13769003,W/UTIL,5400,PIT@NJ 11/15/2019 07:00PM ET,PIT,12.41
,,,,,,,,,,,,,,LW,Tomas Tatar (13769005),Tomas Tatar,13769005,W/UTIL,5400,MON@WAS 11/15/2019 07:00PM ET,MON,9.87
,,,,,,,,,,,,,,D,Michal Kempny (13769261),Michal Kempny,13769261,D/UTIL,5400,MON@WAS 11/15/2019 07:00PM ET,WAS,10.58
,,,,,,,,,,,,,,RW,Cam Atkinson (13769007),Cam Atkinson,13769007,W/UTIL,5300,STL@CLS 11/15/2019 07:00PM ET,CLS,10.73
,,,,,,,,,,,,,,D,Seth Jones (13769263),Seth Jones,13769263,D/UTIL,5300,STL@CLS 11/15/2019 07:00PM ET,CLS,10.33
,,,,,,,,,,,,,,D,P.K. Subban (13769265),P.K. Subban,13769265,D/UTIL,5200,PIT@NJ 11/15/2019 07:00PM ET,NJ,7.95
,,,,,,,,,,,,,,RW,Joel Armia (13769011),Joel Armia,13769011,W/UTIL,5200,MON@WAS 11/15/2019 07:00PM ET,MON,8.93
,,,,,,,,,,,,,,C,Pierre-Luc Dubois (13768837),Pierre-Luc Dubois,13768837,C/UTIL,5200,STL@CLS 11/15/2019 07:00PM ET,CLS,9.44
,,,,,,,,,,,,,,LW,Jaden Schwartz (13769009),Jaden Schwartz,13769009,W/UTIL,5200,STL@CLS 11/15/2019 07:00PM ET,STL,8.83
,,,,,,,,,,,,,,LW,Alex Galchenyuk (13769013),Alex Galchenyuk,13769013,W/UTIL,5100,PIT@NJ 11/15/2019 07:00PM ET,PIT,6.6
,,,,,,,,,,,,,,RW,Patric Hornqvist (13769015),Patric Hornqvist,13769015,W/UTIL,5100,PIT@NJ 11/15/2019 07:00PM ET,PIT,11.08
,,,,,,,,,,,,,,D,Jeff Petry (13769267),Jeff Petry,13769267,D/UTIL,5100,MON@WAS 11/15/2019 07:00PM ET,MON,9.43
,,,,,,,,,,,,,,RW,Jakub Voracek (13769017),Jakub Voracek,13769017,W/UTIL,5000,PHI@OTT 11/15/2019 07:30PM ET,PHI,8.66
,,,,,,,,,,,,,,D,Ivan Provorov (13769269),Ivan Provorov,13769269,D/UTIL,5000,PHI@OTT 11/15/2019 07:30PM ET,PHI,9.22
,,,,,,,,,,,,,,RW,William Nylander (13769019),William Nylander,13769019,W/UTIL,4900,BOS@TOR 11/15/2019 07:00PM ET,TOR,9.58
,,,,,,,,,,,,,,C,Phillip Danault (13768839),Phillip Danault,13768839,C/UTIL,4900,MON@WAS 11/15/2019 07:00PM ET,MON,6.87
,,,,,,,,,,,,,,D,Zach Werenski (13769271),Zach Werenski,13769271,D/UTIL,4900,STL@CLS 11/15/2019 07:00PM ET,CLS,9.76
,,,,,,,,,,,,,,C,David Krejci (13768841),David Krejci,13768841,C/UTIL,4800,BOS@TOR 11/15/2019 07:00PM ET,BOS,7.97
,,,,,,,,,,,,,,LW,Andreas Johnsson (13769021),Andreas Johnsson,13769021,W/UTIL,4800,BOS@TOR 11/15/2019 07:00PM ET,TOR,8.58
,,,,,,,,,,,,,,D,Sami Vatanen (13769273),Sami Vatanen,13769273,D/UTIL,4800,PIT@NJ 11/15/2019 07:00PM ET,NJ,8.57
,,,,,,,,,,,,,,C,Jack Hughes (13768843),Jack Hughes,13768843,C/UTIL,4700,PIT@NJ 11/15/2019 07:00PM ET,NJ,7.02
,,,,,,,,,,,,,,D,Justin Schultz (13769275),Justin Schultz,13769275,D/UTIL,4700,PIT@NJ 11/15/2019 07:00PM ET,PIT,8.27
,,,,,,,,,,,,,,LW,Oskar Lindblom (13769023),Oskar Lindblom,13769023,W/UTIL,4700,PHI@OTT 11/15/2019 07:30PM ET,PHI,9.24
,,,,,,,,,,,,,,LW,Vladislav Namestnikov (13769025),Vladislav Namestnikov,13769025,W/UTIL,4700,PHI@OTT 11/15/2019 07:30PM ET,OTT,8.71
,,,,,,,,,,,,,,C,Jared McCann (13768845),Jared McCann,13768845,C/UTIL,4600,PIT@NJ 11/15/2019 07:00PM ET,PIT,8.95
,,,,,,,,,,,,,,RW,Wayne Simmonds (13769027),Wayne Simmonds,13769027,W/UTIL,4600,PIT@NJ 11/15/2019 07:00PM ET,NJ,8.6
,,,,,,,,,,,,,,D,Colton Parayko (13769277),Colton Parayko,13769277,D/UTIL,4600,STL@CLS 11/15/2019 07:00PM ET,STL,9.58
,,,,,,,,,,,,,,D,Jake Muzzin (13769281),Jake Muzzin,13769281,D/UTIL,4500,BOS@TOR 11/15/2019 07:00PM ET,TOR,9.58
,,,,,,,,,,,,,,C,Nico Hischier (13768847),Nico Hischier,13768847,C/UTIL,4500,PIT@NJ 11/15/2019 07:00PM ET,NJ,6.53
,,,,,,,,,,,,,,RW,Joel Farabee (13769029),Joel Farabee,13769029,W/UTIL,4500,PHI@OTT 11/15/2019 07:30PM ET,PHI,6.67
,,,,,,,,,,,,,,D,Nikita Zaitsev (13769279),Nikita Zaitsev,13769279,D/UTIL,4500,PHI@OTT 11/15/2019 07:30PM ET,OTT,9.22
,,,,,,,,,,,,,,D,Charlie McAvoy (13769283),Charlie McAvoy,13769283,D/UTIL,4400,BOS@TOR 11/15/2019 07:00PM ET,BOS,5.68
,,,,,,,,,,,,,,RW,Oliver Bjorkstrand (13769031),Oliver Bjorkstrand,13769031,W/UTIL,4400,STL@CLS 11/15/2019 07:00PM ET,CLS,8.11
,,,,,,,,,,,,,,C,Kevin Hayes (13768849),Kevin Hayes,13768849,C/UTIL,4400,PHI@OTT 11/15/2019 07:30PM ET,PHI,8.02
,,,,,,,,,,,,,,LW,Zach Hyman (13769033),Zach Hyman,13769033,W/UTIL,4300,BOS@TOR 11/15/2019 07:00PM ET,TOR,1.5
,,,,,,,,,,,,,,LW,Jake DeBrusk (13769035),Jake DeBrusk,13769035,W/UTIL,4300,BOS@TOR 11/15/2019 07:00PM ET,BOS,6.65
,,,,,,,,,,,,,,D,Andy Greene (13769285),Andy Greene,13769285,D/UTIL,4300,PIT@NJ 11/15/2019 07:00PM ET,NJ,6.98
,,,,,,,,,,,,,,C,Lars Eller (13768851),Lars Eller,13768851,C/UTIL,4300,MON@WAS 11/15/2019 07:00PM ET,WAS,7.15
,,,,,,,,,,,,,,LW,Dominik Simon (13769037),Dominik Simon,13769037,W/UTIL,4200,PIT@NJ 11/15/2019 07:00PM ET,PIT,7.07
,,,,,,,,,,,,,,C,Colin White (13768853),Colin White,13768853,C/UTIL,4200,PHI@OTT 11/15/2019 07:30PM ET,OTT,5.11
,,,,,,,,,,,,,,D,Shayne Gostisbehere (13769287),Shayne Gostisbehere,13769287,D/UTIL,4200,PHI@OTT 11/15/2019 07:30PM ET,PHI,5.72
,,,,,,,,,,,,,,D,Zdeno Chara (13769289),Zdeno Chara,13769289,D/UTIL,4100,BOS@TOR 11/15/2019 07:00PM ET,BOS,8.77
,,,,,,,,,,,,,,C,Tyler Ennis (13768855),Tyler Ennis,13768855,C/UTIL,4100,PHI@OTT 11/15/2019 07:30PM ET,OTT,6.63
,,,,,,,,,,,,,,RW,Connor Brown (13769039),Connor Brown,13769039,W/UTIL,4100,PHI@OTT 11/15/2019 07:30PM ET,OTT,8.14
,,,,,,,,,,,,,,D,Tyson Barrie (13769291),Tyson Barrie,13769291,D/UTIL,4000,BOS@TOR 11/15/2019 07:00PM ET,TOR,7.12
,,,,,,,,,,,,,,LW,Gustav Nyquist (13769041),Gustav Nyquist,13769041,W/UTIL,4000,STL@CLS 11/15/2019 07:00PM ET,CLS,8.41
,,,,,,,,,,,,,,C,Nolan Patrick (13768857),Nolan Patrick,13768857,C/UTIL,4000,PHI@OTT 11/15/2019 07:30PM ET,PHI,0
,,,,,,,,,,,,,,RW,Kasperi Kapanen (13769043),Kasperi Kapanen,13769043,W/UTIL,3900,BOS@TOR 11/15/2019 07:00PM ET,TOR,6.55
,,,,,,,,,,,,,,LW,Ilya Mikheyev (13769045),Ilya Mikheyev,13769045,W/UTIL,3900,BOS@TOR 11/15/2019 07:00PM ET,TOR,7.36
,,,,,,,,,,,,,,D,Brian Dumoulin (13769293),Brian Dumoulin,13769293,D/UTIL,3900,PIT@NJ 11/15/2019 07:00PM ET,PIT,7.71
,,,,,,,,,,,,,,C,Chris Tierney (13768859),Chris Tierney,13768859,C/UTIL,3900,PHI@OTT 11/15/2019 07:30PM ET,OTT,5.95
,,,,,,,,,,,,,,RW,Danton Heinen (13769047),Danton Heinen,13769047,W/UTIL,3800,BOS@TOR 11/15/2019 07:00PM ET,BOS,5.46
,,,,,,,,,,,,,,D,Dmitry Orlov (13769297),Dmitry Orlov,13769297,D/UTIL,3800,MON@WAS 11/15/2019 07:00PM ET,WAS,6.42
,,,,,,,,,,,,,,C,Logan Brown (13768861),Logan Brown,13768861,C/UTIL,3800,PHI@OTT 11/15/2019 07:30PM ET,OTT,4.32
,,,,,,,,,,,,,,D,Matt Niskanen (13769295),Matt Niskanen,13769295,D/UTIL,3800,PHI@OTT 11/15/2019 07:30PM ET,PHI,6.98
,,,,,,,,,,,,,,D,Matt Grzelcyk (13769301),Matt Grzelcyk,13769301,D/UTIL,3700,BOS@TOR 11/15/2019 07:00PM ET,BOS,4.56
,,,,,,,,,,,,,,C,Nick Bjugstad (13768863),Nick Bjugstad,13768863,C/UTIL,3700,PIT@NJ 11/15/2019 07:00PM ET,PIT,4.64
,,,,,,,,,,,,,,D,Justin Faulk (13769299),Justin Faulk,13769299,D/UTIL,3700,STL@CLS 11/15/2019 07:00PM ET,STL,6.24
,,,,,,,,,,,,,,LW,Nick Paul (13769049),Nick Paul,13769049,W/UTIL,3700,PHI@OTT 11/15/2019 07:30PM ET,OTT,7.73
,,,,,,,,,,,,,,RW,Nikita Gusev (13769051),Nikita Gusev,13769051,W/UTIL,3600,PIT@NJ 11/15/2019 07:00PM ET,NJ,6.56
,,,,,,,,,,,,,,D,Radko Gudas (13769303),Radko Gudas,13769303,D/UTIL,3600,MON@WAS 11/15/2019 07:00PM ET,WAS,6.24
,,,,,,,,,,,,,,C,Tyler Bozak (13768865),Tyler Bozak,13768865,C/UTIL,3600,STL@CLS 11/15/2019 07:00PM ET,STL,4.95
,,,,,,,,,,,,,,C,Pavel Zacha (13768867),Pavel Zacha,13768867,C/UTIL,3500,PIT@NJ 11/15/2019 07:00PM ET,NJ,5.88
,,,,,,,,,,,,,,D,Ben Chiarot (13769305),Ben Chiarot,13769305,D/UTIL,3500,MON@WAS 11/15/2019 07:00PM ET,MON,7.53
,,,,,,,,,,,,,,RW,Sammy Blais (13769053),Sammy Blais,13769053,W/UTIL,3500,STL@CLS 11/15/2019 07:00PM ET,STL,6.05
,,,,,,,,,,,,,,D,Ryan Murray (13769307),Ryan Murray,13769307,D/UTIL,3500,STL@CLS 11/15/2019 07:00PM ET,CLS,8.66
,,,,,,,,,,,,,,D,Philippe Myers (13769309),Philippe Myers,13769309,D/UTIL,3500,PHI@OTT 11/15/2019 07:30PM ET,PHI,8.23
,,,,,,,,,,,,,,LW,Blake Coleman (13769055),Blake Coleman,13769055,W/UTIL,3400,PIT@NJ 11/15/2019 07:00PM ET,NJ,5.92
,,,,,,,,,,,,,,C,Boone Jenner (13768869),Boone Jenner,13768869,C/UTIL,3400,STL@CLS 11/15/2019 07:00PM ET,CLS,6.84
,,,,,,,,,,,,,,D,Vince Dunn (13769313),Vince Dunn,13769313,D/UTIL,3400,STL@CLS 11/15/2019 07:00PM ET,STL,5.37
,,,,,,,,,,,,,,D,Mark Borowiecki (13769311),Mark Borowiecki,13769311,D/UTIL,3400,PHI@OTT 11/15/2019 07:30PM ET,OTT,7.72
,,,,,,,,,,,,,,C,Alexander Kerfoot (13768871),Alexander Kerfoot,13768871,C/UTIL,3300,BOS@TOR 11/15/2019 07:00PM ET,TOR,6.38
,,,,,,,,,,,,,,RW,Charlie Coyle (13769057),Charlie Coyle,13769057,W/UTIL,3300,BOS@TOR 11/15/2019 07:00PM ET,BOS,6.03
,,,,,,,,,,,,,,D,Will Butcher (13769315),Will Butcher,13769315,D/UTIL,3300,PIT@NJ 11/15/2019 07:00PM ET,NJ,5.51
,,,,,,,,,,,,,,LW,Alexander Steen (13769059),Alexander Steen,13769059,W/UTIL,3300,STL@CLS 11/15/2019 07:00PM ET,STL,5.19
,,,,,,,,,,,,,,C,Artem Anisimov (13768873),Artem Anisimov,13768873,C/UTIL,3300,PHI@OTT 11/15/2019 07:30PM ET,OTT,6.57
,,,,,,,,,,,,,,RW,Brandon Tanev (13769063),Brandon Tanev,13769063,W/UTIL,3200,PIT@NJ 11/15/2019 07:00PM ET,PIT,6.22
,,,,,,,,,,,,,,C,Jesperi Kotkaniemi (13768875),Jesperi Kotkaniemi,13768875,C/UTIL,3200,MON@WAS 11/15/2019 07:00PM ET,MON,4.64
