Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,
P,Richard Gasquet (14248622),Richard Gasquet,14248622,P,8100,Gasquet@Lopez 02/06/2020 09:20AM ET,Gasquet,71.65,0.521435510851065,0,-112,-110,-105,0.528301886792453,0.523809523809524,0.51219512195122,1
P,Soonwoo Kwon (14248623),Soonwoo Kwon,14248623,P,7900,Gunneswaran@Kwon 02/06/2020 06:20AM ET,Kwon,39.7,0.578629992012829,0,-139,-138,-135,0.581589958158996,0.579831932773109,0.574468085106383,1
P,Prajnesh Gunneswaran (14248624),Prajnesh Gunneswaran,14248624,P,7700,Gunneswaran@Kwon 02/06/2020 06:20AM ET,Gunneswaran,44.9,0.474083761827066,0,112,106,115,0.471698113207547,0.485436893203883,0.465116279069767,0
P,Pablo Andujar (14248625),Pablo Andujar,14248625,P,7500,Ramos-Vinolas@Andujar 02/06/2020 02:50PM ET,Andujar,36.46,0.486348286396584,0,105,102,110,0.487804878048781,0.495049504950495,0.476190476190476,0
P,Feliciano Lopez (14248626),Feliciano Lopez,14248626,P,7400,Gasquet@Lopez 02/06/2020 09:20AM ET,Lopez,48.27,0.53621338439241,0,-112,-120,-115,0.528301886792453,0.545454545454545,0.534883720930232,0
P,Pierre-Hugues Herbert (14248627),Pierre-Hugues Herbert,14248627,P,7300,Herbert@Auger-Aliassime 02/06/2020 01:00PM ET,Herbert,56.98,0.443823809648686,0,123,128,125,0.448430493273543,0.43859649122807,0.444444444444444,1
P,Taro Daniel (14248628),Taro Daniel,14248628,P,7200,Duckworth@Daniel 02/06/2020 05:00AM ET,Daniel,78.05,0.418855465884079,0,135,132,150,0.425531914893617,0.431034482758621,0.4,0
P,Mikael Ymer (14248629),Mikael Ymer,14248629,P,7100,Krajinovic@Ymer 02/06/2020 06:00AM ET,Ymer,53.18,0.467720013591573,0,118,100,125,0.458715596330275,0.5,0.444444444444444,0
P,Pedro Martinez (14248630),Pedro Martinez,14248630,P,7000,Martinez@Djere 02/06/2020 01:30PM ET,Martinez,45.95,0.41346516007533,0,140,136,150,0.416666666666667,0.423728813559322,0.4,0
P,Nikola Milojevic (14248631),Nikola Milojevic,14248631,P,6900,Gerasimov@Milojevic 02/06/2020 06:20AM ET,Milojevic,68.6,0.411111111111111,0,140,140,150,0.416666666666667,0.416666666666667,0.4,0
P,Norbert Gombos (14248632),Norbert Gombos,14248632,P,6700,Gombos@Ruusuvuori 02/06/2020 11:00AM ET,Gombos,50.48,0.406709692423978,0,160,134,145,0.384615384615385,0.427350427350427,0.408163265306122,1
P,Adrian Mannarino (14248633),Adrian Mannarino,14248633,P,6500,Mannarino@Monfils 02/06/2020 02:20PM ET,Mannarino,37.45,0.38974358974359,0,160,150,160,0.384615384615385,0.4,0.384615384615385,0
P,Roberto Marcora (14248634),Roberto Marcora,14248634,P,6200,Marcora@Paire 02/06/2020 07:40AM ET,Marcora,76.45,0.345055161544523,0,188,182,200,0.347222222222222,0.354609929078014,0.333333333333333,1
P,Alexander Bublik (14248635),Alexander Bublik,14248635,P,5900,Goffin@Bublik 02/06/2020 08:00AM ET,Bublik,40.66,0.27915488874393,0,260,250,265,0.277777777777778,0.285714285714286,0.273972602739726,0
P,Pedro Cachin (14248636),Pedro Cachin,14248636,P,5500,Londero@Cachin 02/06/2020 05:00PM ET,Cachin,88.2,0.242063492063492,0,320,300,320,0.238095238095238,0.25,0.238095238095238,0
P,Jaume Munar (14248637),Jaume Munar,14248637,P,5200,Munar@Schwartzman 02/06/2020 06:20PM ET,Munar,45.46,0.240217792543374,0,330,300,320,0.232558139534884,0.25,0.238095238095238,0
