Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,
P,Ivo Karlovic (14170983),Ivo Karlovic,14170983,P,5500,Karlovic@Monfils 01/22/2020 08:15PM ET,Karlovic,72.25,0.269133589248946,29.85,270,280,265,0.27027027027027,0.263157894736842,0.273972602739726
P,Heather Watson (14170984),Heather Watson,14170984,P,5300,Watson@Mertens 01/22/2020 08:15PM ET,Watson,58.05,0.251159084132224,6.65,295,310,290,0.253164556962025,0.24390243902439,0.256410256410256
P,Peter Gojowczyk (14170985),Peter Gojowczyk,14170985,P,5100,Carreno-Busta@Gojowczyk 01/22/2020 10:50PM ET,Gojowczyk,76,0.236423468130785,27.6,310,340,320,0.24390243902439,0.227272727272727,0.238095238095238
P,Andreas Seppi (14170986),Andreas Seppi,14170986,P,5000,Wawrinka@Seppi 01/23/2020 03:00AM ET,Seppi,47,0.222222222222222,40.65,350,350,350,0.222222222222222,0.222222222222222,0.222222222222222
P,Gilles Simon (14170987),Gilles Simon,14170987,P,4900,Simon@Kyrgios 01/23/2020 02:45AM ET,Simon,49.1,0.231940144478844,24.7,325,300,375,0.235294117647059,0.25,0.210526315789474
P,Priscilla Hon (14170988),Priscilla Hon,14170988,P,4800,Kerber@Hon 01/22/2020 10:15PM ET,Hon,41.4,0.205615863366623,13.55,370,390,400,0.212765957446808,0.204081632653061,0.2
P,Egor Gerasimov (14170989),Egor Gerasimov,14170989,P,4700,Zverev@Gerasimov 01/22/2020 10:00PM ET,Gerasimov,57.55,0.191697191697192,19,420,420,425,0.192307692307692,0.192307692307692,0.19047619047619
P,Lauren Davis (14170990),Lauren Davis,14170990,P,4600,Davis@Svitolina 01/23/2020 05:00AM ET,Davis,53.44,0.198295985060691,18.9,380,410,425,0.208333333333333,0.196078431372549,0.19047619047619
P,Sara Sorribes Tormo (14170991),Sara Sorribes Tormo,14170991,P,4500,Kontaveit@Sorribes Tormo 01/22/2020 08:20PM ET,Sorribes Tormo,33.58,0.181205799849868,17.5,420,490,450,0.192307692307692,0.169491525423729,0.181818181818182
P,Laura Siegemund (14170992),Laura Siegemund,14170992,P,4400,Pliskova@Siegemund 01/22/2020 08:15PM ET,Siegemund,60.16,0.151283464205354,14.95,510,580,600,0.163934426229508,0.147058823529412,0.142857142857143
P,Yuichi Sugita (14170993),Yuichi Sugita,14170993,P,4300,Rublev@Sugita 01/22/2020 09:00PM ET,Sugita,95.25,0.14841042966043,11.85,540,640,550,0.15625,0.135135135135135,0.153846153846154
P,Alejandro Tabilo (14170994),Alejandro Tabilo,14170994,P,4200,Tabilo@Isner 01/22/2020 10:45PM ET,Tabilo,63.35,0.152499707294228,10.45,550,630,500,0.153846153846154,0.136986301369863,0.166666666666667
P,Pierre-Hugues Herbert (14170995),Pierre-Hugues Herbert,14170995,P,4100,Herbert@Goffin 01/22/2020 09:35PM ET,Herbert,57.66,0.146506112023353,35.95,600,530,625,0.142857142857143,0.158730158730159,0.137931034482759
P,Harriet Dart (14170996),Harriet Dart,14170996,P,4000,Halep@Dart 01/23/2020 03:00AM ET,Dart,51.75,0.122677027800367,13.5,600,830,750,0.142857142857143,0.10752688172043,0.117647058823529
P,Arina Rodionova (14170997),Arina Rodionova,14170997,P,3800,Bertens@Rodionova 01/22/2020 08:20PM ET,Rodionova,46.77,0.109391124871001,18.25,850,850,750,0.105263157894737,0.105263157894737,0.117647058823529
P,Alex Bolt (14170998),Alex Bolt,14170998,P,3500,Thiem@Bolt 01/22/2020 09:30PM ET,Bolt,52.95,0.095402298850575,23.6,900,1060,900,0.1,0.086206896551724,0.1
P,Pedro Martinez (14170999),Pedro Martinez,14170999,P,3000,Martinez@Medvedev 01/22/2020 08:15PM ET,Martinez,73.05,0.033102766798419,10.6,2200,4300,,0.043478260869565,0.022727272727273,
P,Federico Delbonis (14171000),Federico Delbonis,14171000,P,2800,Delbonis@Nadal 01/23/2020 04:15AM ET,Delbonis,45.08,0.033513513513514,4.6,2400,3600,,0.04,0.027027027027027,
